Fault Model FM3.1																					
FID	minisection	Name	ELon1	NLat1	ELon2	NLat2	CREEPS?	ABM slip rate	ABM rake	NeoKinema slip rate	NeoKinema rake	NeoKinema dip	Zeng slip rate	Zeng rake	Geologic rate (mm/yr)	Geologic lower bound (mm/yr)	Geologic upper bound (mm/yr)	Geo rake	Geo dip	Geo dip dir	
115	115.07	Simi-Santa Rosa	-119.0430	34.2422	-119.1000	34.2168	F	0.57	0.0	3.23	1.5	60	0.66	30.8	0.60	0.20	1.00	30.0	60	345.51	
116	116.01	Oak Ridge (Onshore)	-119.2120	34.2604	-119.1285	34.2760	F	3.93	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.02	Oak Ridge (Onshore)	-119.1285	34.2760	-119.0974	34.3165	F	3.79	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.03	Oak Ridge (Onshore)	-119.0974	34.3165	-119.0402	34.3523	F	3.83	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.04	Oak Ridge (Onshore)	-119.0402	34.3523	-118.9589	34.3631	F	3.94	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.05	Oak Ridge (Onshore)	-118.9589	34.3631	-118.8805	34.3813	F	3.88	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.06	Oak Ridge (Onshore)	-118.8805	34.3813	-118.8104	34.3850	F	3.95	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.07	Oak Ridge (Onshore)	-118.8104	34.3850	-118.7742	34.4013	F	3.87	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
116	116.08	Oak Ridge (Onshore)	-118.7742	34.4013	-118.7227	34.3978	F	3.98	90.0	6.19	93.1	32	3.14	90.0	4.00	2.00	6.00	90.0	65	161.09	
117	117.01	Ventura-Pitas Point	-119.0089	34.4110	-119.0730	34.3764	F	1.50	54.3	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
117	117.02	Ventura-Pitas Point	-119.0730	34.3764	-119.1880	34.2837	F	1.24	54.4	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
117	117.03	Ventura-Pitas Point	-119.1880	34.2837	-119.3189	34.2834	F	1.56	57.5	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
117	117.04	Ventura-Pitas Point	-119.3189	34.2834	-119.4130	34.3077	F	1.66	58.4	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
117	117.05	Ventura-Pitas Point	-119.4130	34.3077	-119.4630	34.3027	F	1.58	57.2	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
117	117.06	Ventura-Pitas Point	-119.4630	34.3027	-119.5930	34.2974	F	1.52	53.1	1.72	88.2	64	2.84	33.5	1.60	0.50	3.00	60.0	64	346.91	
118	118.01	Red Mountain	-119.3040	34.3386	-119.3800	34.3370	F	1.94	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.02	Red Mountain	-119.3800	34.3370	-119.4240	34.3560	F	2.02	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.03	Red Mountain	-119.4240	34.3560	-119.4700	34.3573	F	1.96	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.04	Red Mountain	-119.4700	34.3573	-119.5310	34.3572	F	1.93	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.05	Red Mountain	-119.5310	34.3572	-119.6310	34.3582	F	1.86	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.06	Red Mountain	-119.6310	34.3582	-119.7490	34.3617	F	1.80	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.07	Red Mountain	-119.7490	34.3617	-119.8610	34.3822	F	1.85	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.08	Red Mountain	-119.8610	34.3822	-119.9390	34.3991	F	1.89	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
118	118.09	Red Mountain	-119.9390	34.3991	-120.3860	34.3573	F	1.09	90.0	5.51	79.1	55	2.61	71.2	2.00	1.00	5.00	90.0	56	1.5	
119	119.01	San Jacinto (San Bernardino)	-117.5003	34.2630	-117.3890	34.1917	F	11.29	180.0	3.50	180.0	90	13.12	180.0	8.00	2.00	12.00	180.0	90	228.38	
119	119.02	San Jacinto (San Bernardino)	-117.3890	34.1917	-117.3250	34.1013	F	9.86	180.0	3.50	180.0	90	13.12	180.0	10.00	2.00	12.00	180.0	90	228.38	
119	119.03	San Jacinto (San Bernardino)	-117.3250	34.1013	-117.2370	34.0170	F	9.64	180.0	3.50	180.0	90	13.12	180.0	12.00	2.00	12.00	180.0	90	228.38	
122	122.01	Newport-Inglewood (Offshore)	-117.9146	33.5910	-117.7989	33.5080	F	2.01	180.0	0.60	180.0	90	1.39	-165.5	1.00	0.50	3.00	180.0	90	226.89	
122	122.02	Newport-Inglewood (Offshore)	-117.7989	33.5080	-117.6882	33.4024	F	1.92	180.0	0.60	180.0	90	1.39	-165.5	1.00	0.50	3.00	180.0	90	226.89	
122	122.03	Newport-Inglewood (Offshore)	-117.6882	33.4024	-117.5474	33.2515	F	1.88	180.0	0.60	180.0	90	1.39	-165.5	1.00	0.50	3.00	180.0	90	226.89	
122	122.04	Newport-Inglewood (Offshore)	-117.5474	33.2515	-117.4870	33.2163	F	2.11	180.0	0.60	180.0	90	1.39	-165.5	1.00	0.50	3.00	180.0	90	226.89	
122	122.05	Newport-Inglewood (Offshore)	-117.4870	33.2163	-117.4291	33.1559	F	1.89	180.0	0.60	180.0	90	1.39	-165.5	1.00	0.50	3.00	180.0	90	226.89	
123	123.01	Rose Canyon	-117.1462	32.5339	-117.1505	32.6033	F	0.81	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.02	Rose Canyon	-117.1505	32.6033	-117.1654	32.6478	F	1.27	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.03	Rose Canyon	-117.1654	32.6478	-117.1621	32.7099	F	0.56	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.04	Rose Canyon	-117.1621	32.7099	-117.1704	32.7290	F	1.41	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.05	Rose Canyon	-117.1704	32.7290	-117.1976	32.7595	F	1.91	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.06	Rose Canyon	-117.1976	32.7595	-117.2100	32.8011	F	1.21	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.07	Rose Canyon	-117.2100	32.8011	-117.2413	32.8355	F	1.91	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.08	Rose Canyon	-117.2413	32.8355	-117.2636	32.8545	F	2.06	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.09	Rose Canyon	-117.2636	32.8545	-117.3252	33.0189	F	1.34	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.1	Rose Canyon	-117.3252	33.0189	-117.3990	33.1050	F	1.77	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.11	Rose Canyon	-117.3990	33.1050	-117.4100	33.1240	F	1.74	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
123	123.12	Rose Canyon	-117.4100	33.1240	-117.4355	33.1410	F	1.74	180.0	1.18	180.0	90	1.73	-161.8	2.00	1.00	5.00	180.0	90	68.24	
124	124.01	Clamshell-Sawpit	-117.8458	34.2402	-117.8844	34.2218	F	0.34	90.0	0.20	76.4	50	0.37	96.2	0.39	0.20	1.00	90.0	50	333.78	
124	124.02	Clamshell-Sawpit	-117.8844	34.2218	-117.9279	34.2181	F	0.27	90.0	0.20	76.4	50	0.37	96.2	0.39	0.20	1.00	90.0	50	333.78	
124	124.03	Clamshell-Sawpit	-117.9279	34.2181	-117.9990	34.1777	F	0.33	90.0	0.20	76.4	50	0.37	96.2	0.39	0.20	1.00	90.0	50	333.78	
125	125.01	Cucamonga	-117.4415	34.1804	-117.4541	34.1734	F	1.47	90.0	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.02	Cucamonga	-117.4541	34.1734	-117.4772	34.1670	F	6.00	0.0	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.03	Cucamonga	-117.4772	34.1670	-117.4954	34.1674	F	6.00	0.0	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.04	Cucamonga	-117.4954	34.1674	-117.5205	34.1683	F	6.16	14.1	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.05	Cucamonga	-117.5205	34.1683	-117.5582	34.1709	F	6.16	14.1	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.06	Cucamonga	-117.5582	34.1709	-117.5688	34.1718	F	6.16	14.1	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.07	Cucamonga	-117.5688	34.1718	-117.5773	34.1659	F	6.16	14.1	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.08	Cucamonga	-117.5773	34.1659	-117.6331	34.1629	F	6.21	-6.8	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.09	Cucamonga	-117.6331	34.1629	-117.6627	34.1484	F	6.21	-6.8	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
125	125.1	Cucamonga	-117.6627	34.1484	-117.7414	34.1233	F	4.24	24.0	1.71	54.5	45	1.64	71.1	1.50	1.00	2.00	90.0	45	347.13	
129	129.01	Channel Islands Thrust	-119.2630	34.0258	-119.3610	34.0010	F	1.34	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.02	Channel Islands Thrust	-119.3610	34.0010	-119.4660	33.9884	F	1.37	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.03	Channel Islands Thrust	-119.4660	33.9884	-119.5250	33.9866	F	1.44	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.04	Channel Islands Thrust	-119.5250	33.9866	-119.6330	33.9612	F	1.35	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.05	Channel Islands Thrust	-119.6330	33.9612	-119.6800	33.9431	F	1.42	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.06	Channel Islands Thrust	-119.6800	33.9431	-119.7570	33.9431	F	1.42	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.07	Channel Islands Thrust	-119.7570	33.9431	-119.8150	33.9457	F	1.45	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
129	129.08	Channel Islands Thrust	-119.8150	33.9457	-119.8820	33.9745	F	1.54	90.0	1.14	85.5	20	1.41	70.9	1.50	0.50	2.00	90.0	20	354.46	
130	130.01	Northridge	-118.7120	34.4172	-118.6340	34.4040	F	1.49	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
130	130.02	Northridge	-118.6340	34.4040	-118.5960	34.3837	F	1.55	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
130	130.03	Northridge	-118.5960	34.3837	-118.5450	34.3541	F	1.56	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
130	130.04	Northridge	-118.5450	34.3541	-118.4780	34.3421	F	1.43	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
130	130.05	Northridge	-118.4780	34.3421	-118.4240	34.3282	F	1.45	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
130	130.06	Northridge	-118.4240	34.3282	-118.3780	34.3097	F	1.47	90.0	1.54	107.6	35	1.88	107.7	1.50	0.50	2.50	90.0	35	201.21	
131	131.01	Great Valley 01	-122.2997	39.6786	-122.2808	39.2857	F	0.09	0.0	0.06	78.3	15	0.10	90.0	0.01	0.00	0.20	90.0	15	267.87	
132	132.01	Great Valley 03 Mysterious Rid	-122.2777	39.1169	-122.0484	38.6901	F	0.30	-119.3	2.00	103.7	20	1.45	108.4	1.30	0.50	2.00	90.0	20	247.23	
133	133.01	Great Valley 02	-122.2808	39.2858	-122.2922	39.0891	F	0.09	0.0	0.20	82.9	15	0.10	90.0	0.01	0.00	0.20	90.0	15	272.56	
134	134.01	Great Valley 04a Trout Creek	-122.0921	38.6880	-121.9990	38.5316	F	0.28	127.0	1.68	95.4	20	1.28	108.7	1.30	0.50	2.00	90.0	20	245.02	
136	136.01	Great Valley 07 (Orestimba)	-121.5241	37.7344	-121.0510	37.2760	F	0.43	90.0	0.06	169.5	20	0.89	103.7	0.90	0.80	1.20	90.0	20	230.55	
137	137.01	Great Valley 08 (Quinto)	-121.0950	37.2450	-120.9894	37.0923	F	0.30	90.0	0.10	105.9	25	0.53	108.8	0.50	0.40	0.60	90.0	25	241.1	
138	138.01	Great Valley 10 (Panoche)	-120.7585	36.7995	-120.6451	36.6280	F	1.08	90.0	1.54	125.6	15	1.01	109.2	1.00	0.50	1.50	90.0	15	242.04	
139	139.01	Great Valley 11	-120.6531	36.6409	-120.4476	36.4951	F	2.92	124.6	2.73	116.7	15	0.93	108.8	1.00	0.50	1.50	90.0	15	221.42	
140	140.01	Great Valley 12	-120.4383	36.4794	-120.3491	36.3398	F	2.84	148.1	0.13	110.8	15	0.93	79.4	1.00	0.50	1.50	90.0	15	242.77	
141	141.01	Great Valley 14 (Kettleman Hil	-120.1390	36.1316	-120.0680	36.0909	F	2.49	139.7	0.66	86.1	22	0.96	108.8	1.00	0.50	1.50	90.0	22	215.24	
141	141.02	Great Valley 14 (Kettleman Hil	-120.0680	36.0909	-119.9730	36.0366	F	2.49	139.7	0.66	86.1	22	0.96	108.8	1.00	0.50	1.50	90.0	22	215.24	
141	141.03	Great Valley 14 (Kettleman Hil	-119.9730	36.0366	-119.9210	36.0068	F	2.49	139.7	0.66	86.1	22	0.96	108.8	1.00	0.50	1.50	90.0	22	215.24	
142	142.01	Great Valley 13 (Coalinga)	-120.3580	36.3547	-120.2540	36.2671	F	2.64	132.3	2.17	116.9	15	0.84	108.6	1.00	0.50	1.50	90.0	15	226.07	
142	142.02	Great Valley 13 (Coalinga)	-120.2540	36.2671	-120.1140	36.1499	F	2.58	136.2	2.17	116.9	15	0.84	108.6	1.00	0.50	1.50	90.0	15	226.07	
143	143.01	San Joaquin Hills	-117.9330	33.6950	-117.8230	33.6880	F	0.61	90.0	0.59	84.8	23	0.65	108.7	0.60	0.20	1.00	90.0	23	204.37	
143	143.02	San Joaquin Hills	-117.8230	33.6880	-117.7360	33.6470	F	0.58	90.0	0.59	84.8	23	0.65	108.7	0.60	0.20	1.00	90.0	23	204.37	
143	143.03	San Joaquin Hills	-117.7360	33.6470	-117.6740	33.5970	F	0.60	90.0	0.59	84.8	23	0.65	108.7	0.60	0.20	1.00	90.0	23	204.37	
144	144.01	Little Lake	-117.6475	35.6052	-117.8091	35.8113	F	0.73	180.0	1.11	180.0	90	0.78	-161.3	0.60	0.50	1.00	180.0	90	56.92	
144	144.02	Little Lake	-117.8091	35.8113	-117.8834	35.9069	F	0.67	180.0	1.11	180.0	90	0.78	-161.3	0.60	0.50	1.00	180.0	90	56.92	
144	144.03	Little Lake	-117.8834	35.9069	-117.9125	35.9343	F	0.63	180.0	1.11	180.0	90	0.78	-161.3	0.60	0.50	1.00	180.0	90	56.92	
145	145.01	Tank Canyon	-117.1960	35.9180	-117.2555	35.8635	F	1.01	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.02	Tank Canyon	-117.2555	35.8635	-117.2524	35.8047	F	0.99	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.03	Tank Canyon	-117.2524	35.8047	-117.2634	35.7897	F	1.00	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.04	Tank Canyon	-117.2634	35.7897	-117.2363	35.7551	F	0.98	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.05	Tank Canyon	-117.2363	35.7551	-117.2294	35.7486	F	1.00	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.06	Tank Canyon	-117.2294	35.7486	-117.2172	35.6805	F	0.97	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
145	145.07	Tank Canyon	-117.2172	35.6805	-117.2527	35.6416	F	1.00	-90.0	1.08	-80.3	50	1.21	-108.7	1.00	0.50	1.50	-90.0	50	279.47	
146	146.01	Elysian Park (Upper)	-118.0998	34.0683	-118.1304	34.0612	F	1.89	90.0	1.80	98.4	50	1.83	71.2	1.90	0.80	2.20	90.0	50	15.23	
146	146.02	Elysian Park (Upper)	-118.1304	34.0612	-118.2348	34.0675	F	1.69	90.0	1.80	98.4	50	1.83	71.2	1.90	0.80	2.20	90.0	50	15.23	
146	146.03	Elysian Park (Upper)	-118.2348	34.0675	-118.2968	34.1126	F	1.80	90.0	1.80	98.4	50	1.83	71.2	1.90	0.80	2.20	90.0	50	15.23	
151	151.01	Great Valley 09 (Laguna Seca)	-120.9867	37.1031	-120.7489	36.8083	F	1.74	90.0	2.20	116.6	25	1.74	108.7	1.70	1.40	2.30	90.0	25	237.12	
152	152.01	Raymond	-117.9901	34.1630	-118.0025	34.1609	F	2.31	84.2	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.02	Raymond	-118.0025	34.1609	-118.0149	34.1556	F	2.31	84.2	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.03	Raymond	-118.0149	34.1556	-118.0292	34.1507	F	2.31	84.2	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.04	Raymond	-118.0292	34.1507	-118.0493	34.1409	F	4.29	18.9	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.05	Raymond	-118.0493	34.1409	-118.0575	34.1391	F	4.29	18.9	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.06	Raymond	-118.0575	34.1391	-118.0805	34.1296	F	4.29	18.9	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.07	Raymond	-118.0805	34.1296	-118.1151	34.1229	F	4.29	18.9	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.08	Raymond	-118.1151	34.1229	-118.1231	34.1213	F	2.93	0.0	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.09	Raymond	-118.1231	34.1213	-118.1290	34.1183	F	0.99	0.0	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
152	152.1	Raymond	-118.1290	34.1183	-118.2230	34.1217	F	2.93	0.0	1.11	4.9	79	1.39	47.9	2.00	1.00	5.00	60.0	79	347.98	
155	155.01	McLean Lake	-116.9625	35.4992	-116.8612	35.4783	F	0.05	0.0	1.66	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.78	
155	155.02	McLean Lake	-116.8612	35.4783	-116.6709	35.4916	F	0.15	0.0	1.66	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.78	
155	155.03	McLean Lake	-116.6709	35.4916	-116.4823	35.4960	F	0.16	0.0	1.66	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.78	
155	155.04	McLean Lake	-116.4823	35.4960	-116.3930	35.4509	F	0.05	0.0	1.66	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.78	
156	156.01	Nelson Lake	-116.9071	35.4365	-116.8454	35.4293	F	0.05	0.0	0.49	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.96	
156	156.02	Nelson Lake	-116.8454	35.4293	-116.6350	35.4447	F	0.18	0.0	0.49	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.96	
156	156.03	Nelson Lake	-116.6350	35.4447	-116.5109	35.4269	F	0.11	0.0	0.49	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.96	
156	156.04	Nelson Lake	-116.5109	35.4269	-116.4364	35.4175	F	0.07	0.0	0.49	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.96	
156	156.05	Nelson Lake	-116.4364	35.4175	-116.3531	35.3881	F	0.06	0.0	0.49	0.0	90	0.01	0.0	0.01	0.00	0.20	0.0	90	185.96	
157	157.01	Coyote Canyon	-116.8069	35.3312	-116.5705	35.3119	F	0.20	0.0	3.52	0.0	90	0.02	26.6	0.01	0.00	0.20	0.0	90	177.86	
157	157.02	Coyote Canyon	-116.5705	35.3119	-116.5230	35.3275	F	0.05	0.0	3.52	0.0	90	0.02	26.6	0.01	0.00	0.20	0.0	90	177.86	
157	157.03	Coyote Canyon	-116.5230	35.3275	-116.4377	35.3272	F	0.09	0.0	3.52	0.0	90	0.02	26.6	0.01	0.00	0.20	0.0	90	177.86	
157	157.04	Coyote Canyon	-116.4377	35.3272	-116.4066	35.3427	F	0.02	0.0	3.52	0.0	90	0.02	26.6	0.01	0.00	0.20	0.0	90	177.86	
158	158.01	Bicycle Lake	-116.6660	35.2803	-116.6128	35.2706	F	0.06	0.0	2.38	0.0	90	0.10	0.0	0.01	0.00	0.20	0.0	90	197.14	
158	158.02	Bicycle Lake	-116.6128	35.2706	-116.5069	35.2285	F	0.08	0.0	2.38	0.0	90	0.10	0.0	0.01	0.00	0.20	0.0	90	197.14	
158	158.03	Bicycle Lake	-116.5069	35.2285	-116.4577	35.2276	F	0.06	0.0	2.38	0.0	90	0.10	0.0	0.01	0.00	0.20	0.0	90	197.14	
159	159.01	Garlic Springs	-116.6912	35.2575	-116.6368	35.2263	F	0.00	180.0	2.20	180.0	90	0.02	180.0	0.01	0.00	0.20	180.0	90	219.59	
159	159.02	Garlic Springs	-116.6368	35.2263	-116.5756	35.1793	F	0.01	180.0	2.20	180.0	90	0.02	180.0	0.01	0.00	0.20	180.0	90	219.59	
160	160.01	Goldstone Lake	-116.7392	35.2250	-116.7589	35.2399	F	0.01	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.02	Goldstone Lake	-116.7589	35.2399	-116.7716	35.2566	F	0.02	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.03	Goldstone Lake	-116.7716	35.2566	-116.7960	35.3139	F	0.06	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.04	Goldstone Lake	-116.7960	35.3139	-116.8173	35.3319	F	0.01	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.05	Goldstone Lake	-116.8173	35.3319	-116.8338	35.3630	F	0.03	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.06	Goldstone Lake	-116.8338	35.3630	-116.8353	35.3949	F	0.04	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.07	Goldstone Lake	-116.8353	35.3949	-116.8646	35.4177	F	0.01	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.08	Goldstone Lake	-116.8646	35.4177	-116.8972	35.4264	F	0.00	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.09	Goldstone Lake	-116.8972	35.4264	-116.9154	35.4474	F	0.02	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
160	160.1	Goldstone Lake	-116.9154	35.4474	-116.9474	35.4671	F	0.01	180.0	3.32	180.0	90	0.02	-153.4	0.01	0.00	0.20	180.0	90	55.01	
161	161.01	Red Pass	-116.3561	35.2438	-116.3004	35.1716	F	0.04	180.0	0.55	180.0	90	0.02	180.0	0.01	0.00	0.20	180.0	90	231.14	
161	161.02	Red Pass	-116.3004	35.1716	-116.1809	35.0656	F	0.01	180.0	0.55	180.0	90	0.02	180.0	0.01	0.00	0.20	180.0	90	231.14	
162	162.01	Paradise	-116.7800	34.9253	-116.7898	35.0310	F	4.98	180.0	0.74	180.0	90	0.48	-161.9	0.39	0.20	1.00	180.0	90	76.94	
162	162.02	Paradise	-116.7898	35.0310	-116.8094	35.0529	F	5.04	180.0	0.74	180.0	90	0.48	-161.9	0.39	0.20	1.00	180.0	90	76.94	
162	162.03	Paradise	-116.8094	35.0529	-116.8831	35.2480	F	5.19	180.0	0.74	180.0	90	0.48	-161.9	0.39	0.20	1.00	180.0	90	76.94	
162	162.04	Paradise	-116.8831	35.2480	-116.8867	35.3202	F	5.10	180.0	0.74	180.0	90	0.48	-161.9	0.39	0.20	1.00	180.0	90	76.94	
162	162.05	Paradise	-116.8867	35.3202	-116.9154	35.4011	F	5.14	180.0	0.74	180.0	90	0.48	-161.9	0.39	0.20	1.00	180.0	90	76.94	
163	163.01	Coyote Lake	-116.9406	35.0490	-116.7738	35.1461	F	0.03	0.0	2.95	0.0	90	0.12	20.0	0.01	0.00	0.20	0.0	90	165.2	
163	163.02	Coyote Lake	-116.7738	35.1461	-116.6681	35.1513	F	0.12	0.0	2.95	0.0	90	0.12	20.0	0.01	0.00	0.20	0.0	90	165.2	
163	163.03	Coyote Lake	-116.6681	35.1513	-116.5525	35.1461	F	0.14	0.0	2.95	0.0	90	0.12	20.0	0.01	0.00	0.20	0.0	90	165.2	
163	163.04	Coyote Lake	-116.5525	35.1461	-116.4795	35.1551	F	0.09	0.0	2.95	0.0	90	0.12	20.0	0.01	0.00	0.20	0.0	90	165.2	
163	163.05	Coyote Lake	-116.4795	35.1551	-116.4054	35.1634	F	0.09	0.0	2.95	0.0	90	0.12	20.0	0.01	0.00	0.20	0.0	90	165.2	
164	164.01	Manix-Afton Hills	-116.7570	34.9262	-116.5446	34.9810	F	0.19	0.0	2.14	0.0	90	0.03	18.4	0.01	0.00	0.20	0.0	90	170.41	
164	164.02	Manix-Afton Hills	-116.5446	34.9810	-116.3652	35.0244	F	0.20	0.0	2.14	0.0	90	0.03	18.4	0.01	0.00	0.20	0.0	90	170.41	
164	164.03	Manix-Afton Hills	-116.3652	35.0244	-116.2992	35.0384	F	0.08	0.0	2.14	0.0	90	0.03	18.4	0.01	0.00	0.20	0.0	90	170.41	
